bus/bands.rs	1678	dark	1	spaghettio_core::bus::bands::build_packed_layout_impl::{closure#13}
bus/bands.rs	1679	dark	1	spaghettio_core::bus::bands::build_packed_layout_impl::{closure#14}
bus/bands.rs	1680	dark	1	spaghettio_core::bus::bands::build_packed_layout_impl::{closure#15}
bus/bands.rs	1707	dark	1	spaghettio_core::bus::bands::build_packed_layout_impl::{closure#18}
bus/bands.rs	1712	dark	1	spaghettio_core::bus::bands::build_packed_layout_impl::{closure#19}
bus/bands.rs	1720	dark	1	spaghettio_core::bus::bands::build_packed_layout_impl::{closure#20}
bus/bands.rs	1738	dark	1	spaghettio_core::bus::bands::build_packed_layout_impl::{closure#22}
bus/bands.rs	704	edge-only	1	spaghettio_core::bus::bands::stamp_band_belt_rows_impl::{closure#0}
bus/bands.rs	716	edge-only	1	spaghettio_core::bus::bands::stamp_band_belt_rows_impl::{closure#2}
bus/bands.rs	734	dark	1	spaghettio_core::bus::bands::stamp_band_belt_rows_impl::{closure#3}
bus/bands.rs	715	edge-only	1	spaghettio_core::bus::bands::stamp_band_belt_rows_impl::{closure#1}
